Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
18750603,2345,"Exercises in rhetorical reading : with a series of introductory lessons, particularly designed to familiarize readers with the pauses and other marks in general use, and lead them to the practice of modulation and inflection of the voice.","Parker, Richard Green, 1798-1869.",1
18750603,2347,"Classical dictionary : abridged from the best English editions.","Lemprière, John, 1765?-1824.",2
18750608,2348,"Annals of the fifty-seventh regiment Indiana volunteers : marches, battles, and incidents of army life.","Kerwood, Asbury L.",7
18750618,2350,Autographs,,1
18941015,9228,"The new-year's bargain.","Coolidge, Susan, 1835-1905.",76
18941018,9230,"Guert Ten Eyck : a hero story.","Stoddard, William Osborn, 1835-1925.",99
18941018,9231,"The secrets at Roseladies.","Catherwood, Mary Hartwell, 1847-1902.",53
18941018,9232,"Alma, or, the story of a little music mistress.","Marshall, Emma, 1830-1899.",134
18941018,9233,"My lady Legend : and other folk tales from the North.","Segerstedt, Albrekt Julius, 1763-1831.",19
18830618,3780,"The miscellaneous documents of the Senate of the United States.","United States. Congress. Senate.",1
18941018,9234,"Plucky boys.","Craik, Dinah Maria Mulock, 1826-1887.",85
18941018,9235,"In the wilderness.","Warner, Charles Dudley, 1829-1900.",12
18941018,9236,"A bird's eye view of the world : a popular scientific description of the great natural divisions of the globe, their lakes, rivers, mountains, and other physical features, and their political divisions, and the people that inhabit them.","Reclus, Onésime, 1837-1916.",15
18961110,10056,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18961110,10059,"Official gazette of the United States Patent Office.","United States. Patent Office.",2
18941128,9240,"Die Gartenlaube.",,13
18941128,9241,"The cosmopolitan.",,15
18941128,9242,"The cosmopolitan.",,13
18941128,9243,"The Century illustrated monthly magazine.",,25
18941128,9244,"The Century illustrated monthly magazine.",,23
19001026,12307,"The land of sunshine.",,1
19011202,13146,"The victors : a romance of yesterday morning & this afternoon","Barr, Robert, 1850-1912.",57
19011202,13147,"The lion's whelp : a story of Cromwell's time","Barr, Amelia Edith Huddleston, 1831-1919.",46
18941128,9246,"Lippincott's pronouncing gazetteer : a complete pronouncing gazetteer, or geographical dictionary of the world.",,8
19011202,13148,"Camp Venture, a story of the Virginia mountains","Eggleston, George Cary, 1839-1911.",34
19011202,13149,"When love is young : a novel","Gilson, Roy Rolfe, 1875-1933.",41
19001026,12312,Pansy.,,1
19001026,12313,"St. Nicholas.",,25
19001026,12314,"St. Nicholas.",,23
19001026,12315,"St. Nicholas.",,15
19001026,12316,"St. Nicholas.",,18
19001026,12317,"The Review of reviews.","Albert Shaw Ed",8
19001026,12318,"The Review of reviews.","Albert Shaw Ed.",7
19001026,12319,"The Review of reviews.","Albert Shaw Ed.",10
19001026,12320,"The Review of reviews.","Albert Shaw Ed.",15
19020709,13359,"The Westcotes","Quiller-Couch, Arthur Thomas, Sir, 1863-1944",21
19020709,13360,"The red fairy book","Lang, Andrew, 1844-1912",13
19020709,13361,"The green fairy book.","Lang, Andrew, 1844-1912",9
19020709,13362,"The blue fairy book","Lang, Andrew, 1844-1912",5
19020709,13363,"Grimms' popular fairy tales","Grimm, Jacob, 1785-1863.",5
18830618,3792,"Text Book of Sci",,2
18830618,3793,"Report of the state geologist.","Indiana. Dept. of Geology and Natural History.",1
19001026,12324,"The Ladies' home journal.",,0
19020709,13364,"Current literature : a review of the times",,0
19001026,12327,"The Ladies' home journal.",,0
19001026,12328,"The Ladies' home journal.",,1
19020709,13366,"Current literature : a review of the times",,1
19020709,13369,"The American monthly review of reviews.",,9
19020709,13370,"The American monthly review of reviews.",,7
19020709,13371,"The American monthly review of reviews.",,1
19020709,13372,"The American monthly review of reviews.",,2
19001026,12333,"Leslie's illustrated weekly.",,0
19001026,12334,"Leslie's illustrated weekly.",,0
18770519,2860,"The miscellaneous documents of the House of Representatives.","United States. Congress. House.",1
19001026,12335,"Leslie's illustrated weekly.",,0
18750313,1555,"Homes and haunts of the most eminent British poets.","Howitt, William, 1792-1879.",8
19020709,13373,"Scribner's magazine.",,24
18750313,1556,"Homes and haunts of the most eminent British poets.","Howitt, William, 1792-1879.",7
19020709,13374,"Scribner's magazine.",,10
19020709,13375,"Scribner's magazine.",,3
19020709,13376,"Scribner's magazine.",,2
19020709,13377,"The Puritan.",,0
18750313,1557,"The Pope and the council.","Döllinger, Johann Joseph Ignaz von, 1799-1890.",1
19020709,13379,"The Puritan.",,0
18750313,1559,"A history of New York : from the beginning of the world to the end of the Dutch dynasty : containing, among many surprising and curious matters, the unutterable ponderings of Walter the Doubter, the disastrous projects of William the Testy, and the chivalric achievements of Peter the Headstrong, the three Dutch governors of New Amsterdam, being the only authentic history of the times that ever hath been or ever will be published.","Irving, Washington, 1783-1859.",24
18750313,1560,"The adventures of Captain Bonneville, U.S.A., in the Rocky Mountains and the far West : digested from his journals and illustrated from various other sources.","Irving, Washington, 1783-1859.",8
18980412,10741,"Naval war records.","United States. Congress. House.",1
18750313,1562,"The crayon miscellany.","Irving, Washington, 1783-1859.",1
18750313,1563,"The sketch-book of Geoffrey Crayon, gent.","Irving, Washington, 1783-1859.",42
18750313,1564,"Spanish papers.","Irving, Washington, 1783-1859.",3
18750625,2351,"Fighting the whales, or, doings and dangers on a fishing cruise.","Ballantyne, R. M. (Robert Michael), 1825-1894.",3
18750717,2354,"The American statesman : or, Illustrations of the life and character of Daniel Webster.","Banvard, Joseph, 1810-1887.",3
18750719,2356,"The Rhine : a tour from Paris to Mayence by the way of Aix-La-Chapelle : with an account of its legends, antiquities, and important historical events.","Hugo, Victor, 1802-1885.",1
18961110,10065,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18961110,10066,"Index of patents issued from the United States Patent Office.","United States. Patent Office.",1
18961110,10068,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18961110,10069,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18961110,10077,"Official gazette of the United States Patent Office.","United States. Patent Office.",3
19001026,12338,"Harper's bazaar.",,1
18921019,8464,"Jackanapes, and other tales.","Ewing, Juliana Horatia Gatty, 1841-1885",15
18921019,8465,"We and the world : a book for boys.","Ewing, Juliana Horatia Gatty, 1841-1885.",19
18921019,8466,"Six to sixteen : a story for girls.","Ewing, Juliana Horatia Gatty, 1841-1885.",79
19001026,12343,"Harper's bazaar.",,0
18921019,8467,"A flat iron for a farthing, or, Some passages in the life of an only son.","Ewing, Juliana Horatia Gatty, 1841-1885.",16
19001026,12344,"Harper's bazaar.",,0
19001026,12345,"Harper's bazaar.",,1
18921019,8468,"A great emergency, and other tales.","Ewing, Juliana Horatia Gatty, 1841-1885.",16
18921019,8469,"Lob Lie-by-the-fire : The brownies, and other talese.","Ewing, Juliana Horatia Gatty, 1841-1885.",28
18921019,8470,"Mrs. Overtheway's remembrances.","Ewing, Juliana Horatia Gatty, 1841-1885.",29
18921019,8471,"Melchior's dream ; Brothers of pity : and other tales.","Ewing, Juliana Horatia Gatty, 1841-1885.",3
18921019,8472,"Five little Peppers and how they grew.","Sidney, Margaret, 1844-1924.",151
18941203,9247,"Current literature.","Current Lit. Pub. Co.",0
18921019,8473,"Five little Peppers midway : a sequel to Five little Peppers and how they grew.","Sidney, Margaret, 1844-1924.",119
18921019,8474,"Five Little Peppers grown up : a sequel to Five Little Peppers midway.","Sidney, Margaret, 1844-1924.",113
18941015,9206,"The two Elsies.","Finley, Martha, 1828-1909.",119
18921019,8475,"The young circus rider, or, The mystery of Robert Rudd.","Alger, Horatio, 1832-1899.",358
18941203,9250,"Current literature.","Current Lit. Pub. Co.",1
18941203,9251,"Current literature.","Current Lit. Pub. Co.",1
18941203,9252,"Current literature.","Current Lit. Pub. Co.",1
18941203,9253,"The Cyclopedic review of current history.","Garretson, Cox & co",4
18750313,1565,"Tales of a traveler.","Irving, Washington, 1783-1859.",22
18750313,1566,"Mrs. Caudle's curtain lectures.","Jerrold, Douglas William, 1803-1857.",4
18750313,1567,"Essays of Elia.","Lamb, Charles, 1775-1834.",48
18941203,9255,"The Forum.","Forum Pub. Co.",9
18941203,9256,"The Popular science monthly.","D. Appleton & Co.",5
19020710,13384,"Two little knights of Kentucky : who were the ""Little colonel's"" neighbours","Johnston, Annie F. (Annie Fellows), 1863-1931",10
19020710,13385,"Ranson's folly.","Davis, Richard Harding, 1864-1916.",20
18980412,10744,"Index to the subjects of the documents and reports and to the committees,, senators, and representatives presenting them.","55 Cong. 1st Sess._",1
18750313,1568,"Records of five years.","Greenwood, Grace, 1823-1904.",8
18750313,1569,"My study windows.","Lowell, James Russell, 1819-1891.",7
19020716,13391,"The North American review.","Geo. B. M. Harvey. ed'r.",2
19020716,13393,"The North American review.",,3
18750313,1571,"Lights and shadows of army life: or, Pen pictures from the battlefield, the camp, and the hospital.","Lyle, W. W. (William W.), 1825-",1
18980412,10746,"Bulletin of the United States Fish Commission.",,1
18750313,1572,"American education, its principles and elements : Dedicated to the teachers of the United States.","Mansfield, Edward Deering, 1801-1880.",1
18750313,1573,"Night scenes in the Bible.","March, Daniel, 1816-1909.",9
18750313,1574,"Our Father's House : or, The unwritten word.","March, Daniel, 1816-1909.",11
18750313,1575,"Dissertations and discussions: political, philosophical, and historical.","Mill, John Stuart, 1806-1873.",1
18921019,8476,"Hector's inheritance, or, The boys of Smith Institute.","Alger, Horatio, 1832-1899.",12
18921019,8477,"Doing for Himself","Alger Horatio",265
18750313,1580,"Critical and miscellaneous essays.","Carlyle, Thomas, 1795-1881.",3
18750313,1581,"The life of trust : being a narrative of the Lord's dealings with George Müller.","Müller, George, 1805-1898.",2
18750313,1582,"Ecce Deus : essays on the life and doctrine of Jesus Christ : with controversial notes on Ecce Homo.","Parker, Joseph, 1830-1902.",1
18941203,9254,"The Quarterly register of current history.","Johnson, Alfred S. - Editor",5
18941203,9259,"The Popular science monthly.","D. Appleton & Co.",2
18941203,9260,"The Popular science monthly.","D. Appleton & Co.",1
18941203,9261,"The Popular science monthly.","D. Appleton & Co.",8
18941103,9262,"The Popular science monthly.","D. Appleton & Co.",5
18941203,9263,"The Popular science monthly.","D. Appleton & Co.",1
18941203,9264,"The Popular science monthly.","D. Appleton & Co.",81
18921019,8479,"Helping himself, or, Grant Thornton's ambition.","Alger, Horatio, 1832-1899.",152
18961110,10083,"Official gazette of the United States Patent Office.","United States. Patent Office.",1
18921019,8480,"What Katy did : a story.","Coolidge, Susan, 1835-1905.",161
18921019,8481,"What Katy did at school.","Coolidge, Susan, 1835-1905.",117
18921019,8482,"What Katy did next.","Coolidge, Susan, 1835-1905.",127
18941203,9265,"The Atlantic monthly : a magazine of literature, science, art and politics.",,3
18941203,9266,"The Atlantic monthly : a magazine of literature, science, art and politics.",,2
18921019,8483,"Cross Patch : and other stories, adapted from the myths of Mother Goose.","Coolidge, Susan, 1835-1905.",146
18941203,9267,"The North American review.",,5
18941203,9268,"The North American review.",,2
18941106,9270,"St. Nicholas.",,105
18941206,9269,"St. Nicholas.",,32
18941206,9272,"The Pansy.","Alden, J. A. & Isabella M.",12
18941206,9273,"Harper's young people.","Harper & Bros",101
18941206,9274,"Harper's young people.","Harper & Bros",176
18941206,9275,"Frank Leslie's popular monthly.","Frank Leslie",18
18941206,9276,"Frank Leslie's popular monthly.","Frank Leslie",16
18750313,1583,"Music hall sermons.","Murray, W. H. H. (William Henry Harrison), 1840-1904.",1
18750313,1584,"Music-hall sermons.","Murray, W. H. H. (William Henry Harrison), 1840-1904.",2
18750313,1585,"The debatable land between this world and the next : with illustrative narrations.","Owen, Robert Dale, 1801-1877.",5
18750313,1586,"Footfalls on the boundary of another world.","Owen, Robert Dale, 1801-1877.",5
18750313,1589,"Moral culture of infancy, and kindergarten guide.","Mann, Mary Tyler Peabody, 1806-1887.",1
18941206,9278,"Leslie's illustrated weekly.","Frank Leslie",1
18941206,9280,"Lippincott's monthly magazine.","Lippincott, J. L.",28
18941206,9281,"Lippincott's monthly magazine.","Lippincott, J. L.",22
18941206,9282,"Wide awake.","D. Lothrop Co.",35
18941206,9283,"American agriculturist.","Orange Judd Co.",2
18941206,9284,"American agriculturist.","Orange Judd Co.",4
18870301,6314,"Annual report of the Commissioner of Patents for the year ...","United States. Patent Office",49
18980628,10769,"Foreign commerce and navigation of the United States.","United States. Bureau of the Census.",1
18870301,6320,"Massey vs. Wise : papers and testimony in the contested-election case of John E. Massey vs. John S. Wise, from the state of Virginia at large.","Massey, John E. (John Edward), 1819-1901.",0
18870301,6328,"Brachiopoda and Lamellibranchiata of the Raritan clays and greensand marls of New Jersey.","Whitfield, Robert Parr, 1828-1910.",1
18961228,10097,"Methods and results of investigations on the chemistry and economy of food.","Atwater, W. O. (Wilbur Olin), 1844-1907.",2
18961229,10098,"Lippincott's monthly magazine.",,6
18961229,10099,"Lippincott's monthly magazine.",,12
18961229,10100,"Lippincott's monthly magazine.",,29
18961230,10102,"Laws of the state of Indiana, passed at the ... session of the General Assembly.",Indiana,1
18750313,1590,"Fables of infidelity and facts of faith : a series of tracts on the absurdity of atheism, pantheism, and rationalism.","Patterson, Robert, 1829-1885.",3
18750313,1591,"595 pulpit pungencies : with a table of contents.","Beecher, Henry Ward, 1813-1887.",2
